COMPOUND_NAME	SACRI_PERIOD	DOSE_LEVEL	RBC(x10_4/ul)	Hb(g/dL)	Ht(%)	MCV(fL)	MCH(pg)	MCHC(%)	Ret(%)	Plat(x10_4/uL)	WBC(x10_2/uL)	Neu(%)	Eos(%)	Bas(%)	Mono(%)	Lym(%)	PT(s)	APTT(s)	Fbg(mg/dL)	ALP(IU/L)	TC(mg/dL)	TG(mg/dL)	PL(mg/dL)	TBIL(mg/dL)	DBIL(mg/dL)	GLC(mg/dL)	BUN(mg/dL)	CRE(mg/dL)	Na(meq/L)	K(meq/L)	Cl(meq/L)	Ca(mg/dL)	IP(mg/dL)	TP(g/dL)	RALB(g/dL)	A/G	AST(IU/L)	ALT(IU/L)	LDH(IU/L)	GTP(IU/L)
acetazolamide	8 day	Middle	626	12.9	36.4	58.2	20.7	35.5	6.8	106.8	109.8	18	1	0	3	77	15.5	19.9	290	1536	91	117	170	0	0	183	19	0.1	143	4.7	109	10.7	7.5	5.1	3.1	1.6	72	48	269	1
acetazolamide	8 day	Middle	641	13.9	39.2	61.2	21.7	35.4	5.8	91.5	75.4	17	1	0	2	79	16.1	21	302	2381	69	179	152	0	0	193	22	0.1	144	4.5	112	11	6.7	5.3	3	1.3	58	40	175	2
acetazolamide	8 day	Middle	690	14.8	41.6	60.2	21.4	35.6	5.8	97.7	141.5	11	1	0	2	85	16.6	22.3	317	1705	73	150	151	0	0	189	19	0.2	143	4.3	109	10.7	6.6	5.3	3	1.4	64	37	130	1
acetazolamide	8 day	Middle	666	14.3	40.4	60.7	21.4	35.3	6.5	105.7	109.6	12	1	0	3	84	16.6	18.6	317	1271	67	105	130	0	0	179	22	0.2	144	3.7	113	10.8	6.2	5.1	3	1.4	67	40	160	1
acetazolamide	8 day	Middle	644	13.2	37.6	58.3	20.5	35.2	4.4	125.3	212.7	23	1	0	3	73	18.1	18.4	464	1628	49	118	98	0	0	190	20	0.2	144	3.8	111	10.1	6.3	4.9	2.2	0.8	76	55	161	2
acetazolamide	15 day	Middle	632	13.5	39.9	63.2	21.3	33.7	5.3	93	115.4	23	1	0	2	73	16.4	21.6	261	1178	86	180	167	0	0	186	21	0.2	144	3.7	107	10.7	7	5.5	3.2	1.4	68	45	155	2
acetazolamide	15 day	Middle	727	14.9	42	57.8	20.5	35.5	3.6	104.9	66.2	20	1	0	1	78	16.8	22	313	1456	54	144	136	0	0	186	21	0.2	145	4	111	10.6	5.9	5.6	3	1.1	72	39	206	2
acetazolamide	15 day	Middle	731	14.3	40.2	55	19.6	35.5	5.5	109.7	73.6	15	0	0	2	82	16.5	20.6	290	1465	72	80	134	0	0	178	17	0.2	143	3.7	107	10.4	6	5.6	3.1	1.2	64	42	109	2
acetazolamide	15 day	Middle	677	13.8	38.6	57	20.4	35.8	4.4	109.1	139.5	13	1	0	1	84	16	24.6	325	1123	67	102	134	0.01	0	182	16	0.2	145	3.6	107	10.6	7.7	5.6	3	1.1	62	42	117	2
acetazolamide	15 day	Middle	714	14.3	40.5	56.7	20	35.3	3.8	105.8	67.1	17	0	0	1	81	16.1	21	323	1410	70	151	141	0	0	190	20	0.2	142	3.6	105	10.5	6.8	5.8	3.1	1.1	62	42	108	2
acetazolamide	29 day	Middle	754	14.1	41.5	55	18.7	34	2.7	77.2	103.6	11	0	0	2	86	16.3	26.3	288	1392	80	115	150	0	0	199	19	0.2	141	4.2	110	10.3	5.6	5.7	3	1.1	59	37	110	2
acetazolamide	29 day	Middle	737	14.6	42.5	57.6	19.8	34.3	3.5	180.1	98	20	1	0	2	76	16.6	26.4	332	1271	84	160	163	0	0	178	15	0.1	142	4	108	10.7	5.8	6.3	3.4	1.2	58	38	151	5
acetazolamide	29 day	Middle	788	14.9	41.7	52.9	18.9	35.7	2.4	85	123.7	20	1	0	2	76	17.6	22.5	306	2064	69	136	143	0	0	178	18	0.2	142	3.6	110	10.1	4.5	5.7	3.4	1.4	54	32	97	1
acetazolamide	29 day	Middle	756	15.1	43.1	57	20	35.1	3.6	121.5	131.6	14	1	0	2	81	16.1	23.3	305	1339	86	141	176	0	0	173	17	0.1	141	3.6	106	10.8	6.4	6	3.1	1.1	93	59	191	2
acetazolamide	29 day	Middle	753	14.3	41.4	55	19	34.5	2.9	101.4	87.3	18	1	0	1	79	16.1	25.2	330	1183	88	130	163	0.01	0	170	17	0.2	143	3.4	107	10.2	4.9	6.2	3.3	1.2	81	55	135	2
acetazolamide	4 day	High	670	14	41.5	61.9	21	33.9	4.4	107.6	94.9	8	1	0	2	88	17.7	18	257	1291	71	125	143	0.01	0	196	23	0.2	144	4	116	11	9.1	5.4	3.2	1.4	62	49	240	1
acetazolamide	4 day	High	687	14.2	41.2	60	20.6	34.4	4.8	104.7	82.9	9	1	0	2	86	17.1	18.7	262	1275	84	61	157	0	0	192	19	0.2	143	4	111	10.9	8.5	5.5	3	1.2	68	48	185	1
acetazolamide	4 day	High	726	14.4	41.8	57.5	19.8	34.5	2.7	120	101.9	12	1	0	3	82	17.1	18.9	296	1328	81	147	165	0	0	184	24	0.1	143	4.2	115	10.9	8	5.4	3	1.3	61	55	152	1
acetazolamide	4 day	High	712	15.2	44.3	62.2	21.3	34.2	3.7	121.7	65.7	10	1	0	2	87	18.4	19.5	322	1254	77	101	145	0.01	0	178	29	0.2	143	4.3	119	10.9	6.8	5.4	3.1	1.3	51	33	259	1
acetazolamide	4 day	High	702	13.9	40.7	58	19.7	34	3.8	130.2	71.4	9	1	0	3	87	18	18.4	288	1632	107	19	149	0.01	0	183	18	0.2	140	4.2	119	10.2	7.1	5.2	2.9	1.2	47	30	220	1
acetazolamide	8 day	High	623	13.6	39.5	63.4	21.8	34.4	5.5	93.8	158.2	11	1	0	3	84	16.1	18.6	328	1669	114	181	222	0	0	172	23	0.2	145	4.2	114	11	8.2	5.3	2.8	1.1	75	52	170	1
acetazolamide	8 day	High	712	15.1	43.4	61	21.2	34.7	5.3	87.5	85	16	1	0	1	82	16.7	18.5	326	2099	83	95	165	0	0	186	18	0.2	145	3.9	114	10.7	6.4	5.6	3.3	1.4	86	51	175	1
acetazolamide	8 day	High	684	13.7	39.7	58	20	34.5	6.3	89	66.6	20	1	0	2	75	16.4	19.1	309	1526	97	109	176	0	0	168	19	0.2	144	4.8	115	11	7.9	5.2	2.9	1.3	72	43	129	1
acetazolamide	8 day	High	640	13.4	39.1	61.1	21	34.3	5.9	95.1	133.2	22	1	0	3	73	16.4	18.8	313	1405	73	91	146	0	0	191	21	0.2	145	3.9	117	11	5.9	5.4	3.1	1.3	62	50	154	2
acetazolamide	8 day	High	622	13.1	37.8	60.8	21.1	34.7	7	101.4	99.3	22	1	0	3	73	16.3	21	296	1366	54	144	128	0	0	182	19	0.2	144	4.3	111	10.9	7.7	5.5	3	1.3	63	34	186	1
acetazolamide	15 day	High	722	14.8	42.1	58.3	20.5	35.2	5.7	119.3	81.3	20	1	0	3	76	16.4	23.5	297	1229	69	217	151	0	0	176	15	0.1	143	3.8	109	10.7	7.2	5.5	2.9	1.1	58	35	141	2
acetazolamide	15 day	High	721	14.4	40.5	56.1	19.9	35.6	5.6	111.2	88.2	25	1	0	2	71	15.7	22.1	328	1114	73	102	143	0.02	0	186	16	0.2	142	3.1	106	10.5	8.3	5.9	3	1.1	65	41	123	2
acetazolamide	15 day	High	657	13.4	38.3	58.3	20.3	34.9	6.7	89.5	79.9	29	1	0	3	67	16.3	19.1	248	1137	93	108	164	0	0	189	20	0.2	144	4	111	10.6	8.1	4.8	2.8	1.4	58	39	114	2
acetazolamide	15 day	High	742	15.2	42.5	57.3	20.5	35.7	3.3	111.9	71.7	27	0	0	3	69	18.1	19.9	397	1233	71	113	144	0	0	173	27	0.2	144	3.8	117	10.3	4.9	5.5	3	1.2	63	45	167	1
acetazolamide	15 day	High	698	14.4	41.1	58.9	20.6	34.9	5	111.9	47.9	17	1	0	1	80	16.9	22.9	308	1575	75	112	159	0	0	185	16	0.1	144	3.9	110	10.6	6.5	5.7	3.1	1.2	63	42	163	2
acetazolamide	29 day	High	754	14.5	42.7	56.6	19.2	33.9	3.9	83.5	93.2	16	1	0	4	79	17.1	24.6	293	1132	77	110	138	0.01	0	182	19	0.2	143	3.4	110	10.1	5.7	5.6	3.2	1.3	71	42	113	2
acetazolamide	29 day	High	723	13.7	39.8	55.1	19	34.5	3.3	91.9	81	20	1	0	3	74	16.1	22.6	262	980	81	108	165	0.01	0	176	20	0.2	142	4.1	112	10.3	5.8	5.6	3.1	1.3	66	42	156	3
acetazolamide	29 day	High	745	14	41.5	55.8	18.8	33.7	2.6	97.7	156.5	16	1	0	2	80	17.2	24.3	318	1116	60	134	124	0	0	180	15	0.2	143	3.7	109	10.3	5.7	5.5	3	1.2	61	38	126	2
acetazolamide	29 day	High	717	14.2	41.6	58.1	19.8	34	3	83.4	110.6	28	1	0	3	67	16.6	22.7	325	1115	79	89	138	0.02	0	176	18	0.2	143	3.9	111	10.3	6.2	5.8	3.3	1.3	68	33	142	2
acetazolamide	29 day	High	757	15.3	44.9	59.4	20.3	34.1	4	94.2	80.3	26	1	0	2	70	17.3	21	334	1258	61	136	116	0.01	0	176	20	0.2	142	3.7	114	10	4.6	5.7	3.3	1.3	66	34	208	2
acarbose	4 day	Low	642	13.1	39.2	61	20.3	33.4	7	145.5	126.2	14	1	0	2	81	13.4	17.4	278	1641	65	138	134	0.06	0.01	185	13	0.2	140	4.1	102	10.6	8	5.5	2.6	0.9	77	47	86	1
acarbose	4 day	Low	656	13.7	40.8	62.3	20.9	33.6	6.2	118.8	91.4	14	1	0	2	81	12.6	16.6	323	1796	93	123	169	0.06	0.01	193	14	0.2	140	4.1	104	10.8	7.3	5.8	2.7	0.9	64	38	112	1
acarbose	4 day	Low	633	13.5	40.1	63.4	21.4	33.7	6.9	140.1	71.7	23	1	0	2	73	13	16.5	283	1416	61	59	127	0.05	0.01	171	15	0.2	141	4.1	105	10.9	6.3	5.5	2.6	0.9	63	34	79	1
acarbose	4 day	Low	652	12.5	38	58.2	19.1	32.8	7	108	104.7	13	1	0	4	80	13.4	17.6	253	1581	66	105	136	0.05	0.01	176	13	0.2	142	3.6	104	10.5	7.8	5.4	2.6	0.9	77	44	74	1
acarbose	4 day	Low	651	13.2	39.1	60.1	20.3	33.8	6.6	117.6	93.8	13	1	0	3	82	14	17.3	259	1287	76	84	146	0.06	0.01	185	14	0.2	140	3.8	104	10.8	8	5.6	2.7	0.9	70	38	70	1
acarbose	8 day	Low	614	13.4	39.8	64.8	21.8	33.7	5.8	123.2	61.4	19	1	0	3	77	12.4	18.6	278	1614	77	124	164	0.06	0.01	189	17	0.2	142	3.9	104	11.1	7.3	5.8	2.7	0.9	68	39	72	1
acarbose	8 day	Low	624	13.3	39.4	63	21.2	33.7	6.7	132.7	106.9	18	1	0	3	76	12.9	15.5	282	1591	81	132	154	0.05	0.01	184	15	0.2	141	3.9	104	10.8	7	5.6	2.7	0.9	72	40	100	0
acarbose	8 day	Low	685	14.2	42.3	61.7	20.7	33.5	6.8	147.7	83.2	16	1	0	2	81	13.1	17.8	288	1463	71	100	139	0.05	0.01	167	14	0.2	141	3.5	104	10.9	7.3	5.6	2.6	0.9	80	52	89	1
acarbose	8 day	Low	664	13.9	41.1	62	21	33.8	4.9	119.2	51.9	20	1	0	4	74	12.7	16.5	261	1620	65	85	139	0.04	0	182	17	0.2	142	3.8	105	10.8	8.1	5.5	2.5	0.8	71	38	58	1
acarbose	8 day	Low	662	14	41.9	63.3	21.2	33.5	6.4	130.1	102	35	1	0	3	60	13.2	19.5	350	1434	79	77	146	0.06	0.01	160	16	0.2	143	4	104	10.7	7.3	5.8	2.7	0.9	75	51	65	1
acarbose	15 day	Low	754	15.2	45.1	59.8	20.1	33.7	4.1	114	123.3	11	1	0	2	85	13.2	17.8	258	1491	70	152	150	0.05	0.01	196	15	0.2	142	3.8	106	10.5	6.5	6	2.7	0.8	66	38	88	1
acarbose	15 day	Low	750	15.5	45.4	60.5	20.7	34.2	4.2	121.8	69.8	15	2	0	3	80	13.2	17.6	296	1384	75	98	144	0.06	0	171	15	0.2	141	4.2	103	11.1	6.9	6	2.8	0.9	61	35	60	1
acarbose	15 day	Low	669	13.8	41.6	62.2	20.6	33.2	4.8	131.7	128	16	1	0	2	81	13.5	16.4	273	1777	65	119	135	0.05	0.01	188	16	0.2	140	4.6	103	10.8	6.7	5.7	2.6	0.8	67	40	90	1
acarbose	15 day	Low	759	15.6	47	62	20.6	33.3	3.8	134.8	84.3	16	2	0	4	77	12.8	16.7	362	1149	93	218	173	0.06	0.02	167	16	0.2	144	4	105	11.1	7	6.4	2.9	0.8	58	32	227	1
acarbose	15 day	Low	664	14.2	41.6	62.6	21.4	34.3	5.1	130.7	88.2	17	1	0	2	80	13.1	19.6	262	1391	74	147	165	0.04	0.01	188	18	0.2	142	4.5	104	11	6.6	5.9	2.7	0.8	62	36	132	1
acarbose	29 day	Low	762	15.1	43.3	56.8	19.7	34.8	2.8	107.6	99.7	10	1	0	1	87	13.4	19.8	305	1385	75	72	131	0.06	0.02	187	17	0.3	141	3.6	103	10.3	6.4	6	2.7	0.8	62	27	76	1
acarbose	29 day	Low	753	14.8	42.3	56.2	19.6	34.9	2.7	93.4	92.4	33	1	0	2	63	13.4	19	306	1127	73	102	138	0.05	0.01	184	16	0.2	141	4.3	104	10.8	6.2	6.2	2.7	0.8	77	44	95	1
acarbose	29 day	Low	775	15.3	44	56.8	19.7	34.7	2.7	104.2	96.9	17	1	0	2	78	13	17.8	291	1356	70	206	163	0.06	0.02	175	16	0.2	143	4	106	11.1	6.6	6.2	2.8	0.8	73	47	83	1
acarbose	29 day	Low	787	15.5	44.4	56.5	19.7	34.8	2.2	102.5	106.2	21	1	0	1	75	13.1	18.9	268	1045	69	243	168	0.06	0.02	172	18	0.2	144	4.3	105	11.1	6.1	6.2	2.8	0.8	57	34	64	1
acarbose	29 day	Low	827	15.8	45.9	55.5	19.2	34.5	1.7	110.3	112.5	6	1	0	1	91	13.4	18.1	335	1192	63	157	146	0.05	0.02	181	18	0.2	143	4.3	106	10.9	6.7	6.3	2.9	0.9	62	32	80	1
acarbose	4 day	Middle	643	13.7	41.4	64.3	21.3	33.1	6.4	111.5	158.5	15	1	1	2	81	13.2	16.7	295	1678	80	79	144	0.07	0	171	12	0.2	140	3.9	104	10.5	7.3	5.4	2.5	0.9	69	39	100	1
acarbose	4 day	Middle	613	13.6	40.4	66	22.2	33.7	7.7	115.9	84.6	20	1	0	4	74	12.7	15.1	314	1408	81	163	153	0.05	0.02	195	14	0.2	141	4	102	10.7	8.8	5.7	2.7	0.9	68	47	96	2
acarbose	4 day	Middle	627	13	39.2	62.6	20.7	33	7.4	115.2	107	21	1	0	3	74	13.1	16.2	299	1382	81	50	133	0.06	0.01	169	12	0.2	139	3.9	102	10.7	8.1	5.4	2.6	0.9	64	33	98	1
acarbose	4 day	Middle	686	13.9	41.8	60.9	20.2	33.3	7.5	140.7	78.3	20	1	0	4	74	12.9	17.6	288	1502	76	139	162	0.05	0.01	156	13	0.2	141	3.7	103	11.2	7.7	5.7	2.7	0.9	65	41	83	1
acarbose	4 day	Middle	685	14	42	61.3	20.5	33.4	7.1	119.5	92.2	16	1	0	2	80	13.3	15.9	301	1859	87	59	150	0.07	0.01	163	12	0.2	141	4	104	10.5	9.1	5.4	2.5	0.9	70	37	71	1
acarbose	8 day	Middle	662	14.1	41.7	63	21.3	33.7	6	138.3	93.1	18	1	0	2	78	12.6	15.6	302	1754	84	121	169	0.06	0.01	188	16	0.2	142	3.7	104	11	7.6	5.4	2.6	0.9	77	46	71	1
acarbose	8 day	Middle	649	14.1	41.5	64.1	21.7	33.9	6.5	146.2	113.1	21	1	0	3	74	12.9	16.7	283	1718	79	76	152	0.05	0.01	193	17	0.2	141	4	104	11	6.8	6	2.7	0.8	80	45	80	1
acarbose	8 day	Middle	674	14.1	42	62.3	20.9	33.6	6.3	152.4	88.6	26	1	0	3	70	13	19	296	1506	75	150	158	0.07	0.02	179	15	0.2	143	4.5	103	11.2	7.8	5.8	2.7	0.9	66	44	128	1
acarbose	8 day	Middle	692	14.2	41.9	60.6	20.5	33.8	5.2	84.6	105	28	1	0	3	67	13.8	16.7	412	1500	61	37	109	0.05	0.01	186	17	0.2	141	4.5	106	10.5	6.7	5.6	2.5	0.8	98	68	76	1
acarbose	8 day	Middle	670	14.1	41.5	61.9	21.1	34	6.3	120	79.2	12	1	0	2	84	13.1	18.2	322	1557	76	74	150	0.04	0.01	172	17	0.2	143	4.1	104	10.6	8.4	5.7	2.7	0.9	65	47	48	1
acarbose	15 day	Middle	708	14.8	43.8	61.8	20.8	33.7	5.3	128.6	111.6	22	1	0	1	75	12.9	28.9	283	1512	82	224	169	0.04	0.01	206	16	0.2	141	4	105	10.5	6.6	6.2	2.8	0.8	60	37	115	1
acarbose	15 day	Middle	686	14.4	42.6	62.1	21	33.8	5.1	129.3	92.3	17	1	0	2	80	13.5	18.1	263	1387	64	162	140	0.05	0.01	199	16	0.2	141	3.9	104	10.6	7.3	5.7	2.7	0.9	66	42	62	1
acarbose	15 day	Middle	703	14.9	44.1	62.7	21.2	33.7	4.4	129.2	92.1	20	1	0	2	76	13	18.6	289	1933	57	92	128	0.06	0.01	183	16	0.2	143	4.1	106	10.5	6.8	5.9	2.7	0.8	79	46	107	1
acarbose	15 day	Middle	710	14.9	43.9	61.8	21	33.9	5.6	119.1	125.6	15	0	0	3	81	12.9	18.2	264	1320	81	110	155	0.05	0.01	169	17	0.2	142	4.2	103	10.9	6.9	6.1	2.8	0.8	56	27	113	1
acarbose	15 day	Middle	727	15.2	45.4	62.4	20.9	33.5	4.8	127	107.5	15	1	0	2	82	13.7	33.3	262	2571	53	89	116	0.05	0.01	173	16	0.2	143	4.2	107	10.5	6.4	5.7	2.7	0.9	88	43	79	1
acarbose	29 day	Middle	735	15.1	44.3	60.2	20.5	34.1	2.8	97.6	94.7	17	1	0	2	78	13.3	19.3	289	1219	80	113	154	0.05	0.01	196	17	0.3	141	3.9	103	10.9	6.7	6.1	2.8	0.8	65	33	80	1
acarbose	29 day	Middle	757	14.7	42.8	56.5	19.4	34.3	2.1	97.4	91.6	15	1	0	1	81	14.1	20.5	269	1140	56	159	129	0.05	0.01	199	15	0.2	140	4.1	104	10.4	5.2	5.7	2.6	0.8	67	42	51	1
acarbose	29 day	Middle	789	16	45.9	58.2	20.3	34.9	2.3	95	82.3	13	1	0	2	83	13.2	18.4	310	1321	69	208	139	0.05	0.02	165	15	0.2	144	3.9	106	11	5.6	6.3	2.8	0.8	60	36	73	1
acarbose	29 day	Middle	721	14.9	43.7	60.5	20.7	34.2	2.1	97	101.7	21	1	0	3	74	14.3	18.9	283	932	58	129	136	0.05	0.01	202	16	0.2	144	3.9	106	11.1	6.6	6	2.7	0.8	59	37	120	1
acarbose	29 day	Middle	785	15.6	45.4	57.8	19.9	34.3	1.9	91.9	72.4	14	1	0	2	82	13.6	23.9	263	1240	64	165	150	0.04	0.01	192	15	0.2	142	4.5	106	10.8	5.6	5.8	2.7	0.9	103	84	89	1
acarbose	4 day	High	605	12.8	39.3	65	21.1	32.5	7.9	112.9	108.4	15	1	0	4	80	13.2	19.2	281	1599	67	101	133	0.06	0.01	186	11	0.2	140	3.8	105	10.5	7.5	5.3	2.5	0.9	79	46	121	1
acarbose	4 day	High	661	13.8	41.2	62.3	20.9	33.6	6.8	122.4	102.7	17	1	0	2	79	12.4	16.4	356	1321	91	81	160	0.07	0.01	159	12	0.2	140	3.9	103	10.8	7.9	5.7	2.6	0.8	65	41	98	1
acarbose	4 day	High	624	13.7	41.5	66.6	21.9	32.9	7.2	122.7	86.3	20	1	0	3	75	13.1	18.9	346	1573	57	88	114	0.07	0.01	173	14	0.2	140	4	104	10.6	7.9	5.3	2.5	0.9	85	58	111	1
acarbose	4 day	High	667	13.7	40.9	61.3	20.6	33.6	6.5	127.7	80.4	21	1	0	2	75	13.1	18.4	258	1535	66	98	132	0.06	0.02	159	14	0.2	139	4	104	10.5	7.5	5.4	2.6	0.9	70	45	75	1
acarbose	4 day	High	634	13.6	40	63.1	21.4	33.9	6	105.1	75.2	25	1	0	3	70	13.3	16.1	302	1444	95	67	161	0.05	0.01	172	16	0.2	141	3.6	105	11	7.6	5.8	2.8	0.9	71	44	71	1
acarbose	8 day	High	661	13.2	39.3	59.4	20	33.7	5.9	105.3	107.2	14	1	0	2	83	13.2	15.6	294	1633	59	149	128	0.05	0.02	198	17	0.2	141	3.8	104	11.2	6.1	5.6	2.6	0.9	63	30	84	1
acarbose	8 day	High	670	14.1	41.5	61.9	21	33.9	5.9	120.5	133.9	13	1	0	1	84	12.8	16.9	290	1224	76	141	148	0.05	0.01	176	18	0.2	141	4.1	103	10.9	6.3	5.7	2.7	0.9	60	36	89	1
acarbose	8 day	High	615	13.5	40.1	65.2	21.9	33.6	7	113.9	121.9	16	1	0	2	80	13	16.4	293	1343	72	121	152	0.05	0.01	184	18	0.2	142	3.9	102	10.9	8.5	5.9	2.7	0.8	79	59	94	1
acarbose	8 day	High	665	14.1	41.6	62.5	21.1	33.8	5.9	119.3	128.4	14	1	0	2	82	13.2	16.6	307	1121	58	119	128	0.05	0.01	168	15	0.2	141	3.7	103	10.7	6.9	5.6	2.6	0.9	59	35	90	1
acarbose	8 day	High	636	13.2	39.4	61.9	20.7	33.4	5.6	139.9	108.4	24	1	0	4	70	13.3	18.8	329	1413	67	144	145	0.04	0.01	186	15	0.2	142	4.2	104	10.9	8.7	5.7	2.6	0.8	69	46	85	1
acarbose	15 day	High	697	14.3	43.7	62.7	20.5	32.8	4.7	169.6	143.5	14	1	0	1	83	13	34.7	309	1599	79	156	158	0.04	0.02	180	20	0.3	143	4.3	105	10.8	7.5	6	2.7	0.8	71	39	110	1
acarbose	15 day	High	729	14.9	45	61.8	20.5	33.2	4.4	136.6	100.8	12	1	0	3	83	13.4	19.5	295	1239	81	58	128	0.05	0	194	17	0.2	142	3.5	105	10.7	6.5	5.9	2.7	0.8	69	43	76	1
acarbose	15 day	High	725	14.4	42.7	58.8	19.8	33.7	3.8	123.3	93.5	21	1	0	1	76	13.1	16.6	321	1457	65	69	131	0.04	0	177	18	0.3	142	3.9	105	10.6	7.2	5.6	2.6	0.9	69	37	82	1
acarbose	15 day	High	665	14	41.2	62	21.1	34.1	5.5	124	101.1	23	1	0	2	74	13.4	17.7	289	1919	63	74	136	0.05	0.01	175	19	0.3	143	4.2	105	10.7	6.3	5.8	2.7	0.9	69	40	67	1
acarbose	15 day	High	751	15.7	46.5	61.9	20.9	33.8	3.4	121.4	95.8	17	1	0	2	79	13.5	16.5	271	1366	61	88	138	0.05	0	194	13	0.2	141	4.4	106	10.5	7.3	5.7	2.6	0.8	71	41	109	1
acarbose	29 day	High	884	16.3	48.6	54.9	18.5	33.6	1.9	88.6	92.1	9	2	0	1	87	13.1	18.4	320	935	63	213	143	0.06	0.02	173	17	0.2	141	3.7	103	10.7	6.6	6.1	2.8	0.8	58	31	58	1
acarbose	29 day	High	884	16.7	48.5	54.8	18.9	34.4	1.8	107.6	141.7	12	1	1	1	85	13.1	16.9	294	1153	85	209	161	0.06	0.02	174	20	0.3	143	4.3	105	10.6	6.6	6.2	2.8	0.8	59	32	70	1
acarbose	29 day	High	769	15.2	44	57.2	19.8	34.6	2.5	108.5	106.7	13	1	0	3	83	13.2	18.2	278	1080	81	68	156	0.05	0.01	189	20	0.3	142	3.5	104	10.9	6.2	6.2	2.8	0.8	69	40	68	2
acarbose	29 day	High	760	16.4	46.8	61.5	21.6	35.1	2.6	98.2	144.5	11	1	1	2	86	13.5	17.2	244	1444	66	85	135	0.06	0.01	179	18	0.3	142	4.4	104	11	7.6	5.9	2.6	0.8	68	40	80	1
acarbose	29 day	High	848	16.5	48	56.6	19.4	34.3	2.2	110.9	65.4	18	1	0	3	77	13.5	17.9	279	1155	72	256	164	0.06	0.01	186	17	0.2	142	4.1	107	10.7	5.7	6.4	2.8	0.8	64	34	87	1
ajmaline	4 day	Low	604	13.5	40.5	67	22.3	33.2	8.2	111.3	113	11	1	0	10	78	11.5	15.9	227	913	86	107	155	0.23	0	222	17	0.6	140	4.2	103	11	7	5.8	3.7	1.8	62	32	92	1
ajmaline	4 day	Low	609	12.6	38.7	63.6	20.7	32.6	7.9	125.9	79.6	19	1	0	10	70	11.6	16.5	208	912	83	139	154	0.39	0.02	197	17	0.5	140	4	104	11.1	7.1	5.6	3.9	2.3	69	41	84	1
ajmaline	4 day	Low	601	13.1	39.6	66	21.8	33	9.1	123.7	79.5	8	1	0	3	89	11.7	16.4	180	904	67	29	119	0.38	0.04	187	21	0.6	140	4.5	102	11	6.2	5.4	3.8	2.4	70	39	74	0
ajmaline	4 day	Low	613	13	39.5	64.5	21.3	33	8.3	118.9	87.8	17	2	0	9	72	11.7	15.9	207	927	76	86	136	0.31	0.01	199	18	0.5	139	4.4	101	11.2	7.5	5.7	3.7	1.9	70	31	237	1
ajmaline	4 day	Low	568	12.7	38.4	67.6	22.4	33.1	11	110.2	105	9	1	0	10	81	11.9	16.1	228	866	79	64	143	0.34	0.05	186	18	0.4	139	4.5	103	11.2	8.1	5.7	3.9	2.2	62	38	78	1
ajmaline	8 day	Low	664	13.4	40	60.3	20.2	33.5	5.2	104.1	96.4	14	2	0	8	77	11.5	17.1	215	952	65	144	147	0.33	0.05	206	18	0.5	142	4.4	106	11.1	6.4	5.9	3.7	1.7	64	30	93	0
ajmaline	8 day	Low	593	12.4	37.1	62.5	20.9	33.4	6.7	133.2	101	16	1	0	11	73	11.6	17.2	230	960	79	168	149	0.36	0.01	182	19	0.4	141	4.6	105	11.1	7.4	5.8	3.7	1.8	66	37	95	3
ajmaline	8 day	Low	589	12.6	38.1	64.7	21.4	33.2	8	121.9	120	9	1	0	8	82	11.5	17.1	220	1261	79	80	150	0.35	0	197	22	0.4	140	5	104	11.4	7.3	5.6	3.5	1.7	67	37	82	1
ajmaline	8 day	Low	613	13.2	39.7	64.8	21.6	33.3	7.6	122.9	90.1	9	1	0	8	82	11.3	16	246	742	103	139	194	0.32	0	203	21	0.4	143	4.7	104	12	7.7	6.1	3.9	1.8	66	40	229	1
ajmaline	8 day	Low	590	13.4	40.7	68.9	22.7	32.9	7.5	109.5	123	20	1	0	16	63	11.2	17.5	236	964	84	85	160	0.32	0	196	21	0.6	141	4.6	103	11.4	7.6	5.9	4	2.1	65	30	99	2
ajmaline	15 day	Low	671	13.6	41	61.2	20.3	33.2	3.9	123.9	130	6	1	0	3	91	11.1	17.3	238	618	79	147	164	0.27	0	196	18	0.5	141	4.6	104	10.7	6	6	3.9	1.9	56	30	78	1
ajmaline	15 day	Low	651	13.4	40.7	62.6	20.6	32.9	3.7	117.5	116	9	1	0	7	83	10.9	17.4	219	890	85	133	162	0.43	0	212	20	0.7	142	4.6	107	11.2	7.2	5.8	4.1	2.4	58	31	80	1
ajmaline	15 day	Low	712	14.1	42.3	59.5	19.8	33.3	3.8	138.8	198	16	1	0	3	80	11.1	16.3	219	1190	74	61	142	0.38	0.03	196	20	0.6	141	4.6	105	10.3	7	5.7	3.8	2	65	34	85	2
ajmaline	15 day	Low	649	13.4	40.8	62.9	20.7	32.9	7.1	106.9	120	14	1	0	3	82	11.3	16	209	769	82	71	158	0.34	0.02	193	22	0.5	142	4.6	106	11.4	7.7	5.6	3.9	2.3	70	37	199	2
ajmaline	15 day	Low	734	14.9	44.7	60.9	20.3	33.2	2.8	120.9	127	5	1	0	5	89	10.9	16.6	235	1244	80	122	162	0.31	0	208	20	0.4	141	4.3	104	11	7.4	5.8	4	2.2	56	30	82	3
